1,https://www.isna.ir/news/99010100077/حواشی-در-آکروباتیک-ژیمناستیک-بالا-گرفت-دبیر-هم-استعفا-کرد
2,https://www.isna.ir/news/98122922468/ثبت-نام-بیش-از-۱۲۰۰-نفر-از-شهروندان-در-لیگ-بازی-های-الکترونیکی
3,https://www.isna.ir/news/99010200541/فرهادیان-اردوی-تکواندو-از-۱۵-فروردین-آغاز-می-شود-المپیکی-ها
4,https://www.isna.ir/news/99010200528/فناوری-ویدئویی-جدید-در-فدراسیون-جهانی-شنا
5,https://www.isna.ir/news/99010200510/تعویق-زمان-برگزاری-مسابقات-صعودهای-ورزشی-قهرمانی-قاره-ها
6,https://www.isna.ir/news/99010200503/مهربان-ملی-پوشان-کشتی-در-سلامت-کامل-هستند
7,https://www.isna.ir/news/99010301176/بدهی-پرسپولیس-به-بانک-تجارت-تهاتر-شد
8,https://www.isna.ir/news/99010301066/چرا-AFC-به-ایران-پول-نمی-دهد
9,https://www.isna.ir/news/99010300964/تاکید-بر-توقف-سریع-اقدامات-خطرناک-در-جریان-کشتی
10,https://www.isna.ir/news/99010401821/پزشک-و-رئیس-هیأت-مدیره-استقلال-مشکوک-به-کرونا
11,https://www.isna.ir/news/99010401798/نظرسنجی-IOC-از-ورزشکاران-المپیکی-برای-تعویق-توکیو-۲۰۲۰
12,https://www.isna.ir/news/99010401782/نظر-احسان-حدادی-در-مورد-تعویق-المپیک-۲۰۲۰
13,https://www.isna.ir/news/99010401603/حمایت-رئیس-کمیته-بین-المللی-پارالمپیک-از-به-تعویق-افتادن-بازی-های
14,https://www.isna.ir/news/99010502118/ابتلای-یک-داور-لیگ-برتری-فوتبال-ساحلی-به-کرونا
15,https://www.isna.ir/news/99010502050/تراکتور-جریمه-را-به-جان-می-خرد-آغاز-تمرینات-تیم-تبریزی-از-پنجشنبه
16,https://www.isna.ir/news/99010502019/پرداخت-بخشی-از-طلب-۱۰-ساله-داوران-کشتی
17,https://www.isna.ir/news/99010502004/رییس-فدراسیون-ورزش-های-روستایی-عضو-شورای-انجمن-جهانی-ورزش-ها
18,https://www.isna.ir/news/99010602423/واکنش-فدراسیون-جهانی-ژیمناستیک-به-تعویق-المپیک-۲۰۲۰
19,https://www.isna.ir/news/99010703309/احسان-حدادی-تست-کرونا-داد
20,https://www.isna.ir/news/99010703277/عکس-تختی-و-فردین-روی-جلد-یک-ویژه-نامه-ورزشی
21,https://www.isna.ir/news/99010904503/حمیده-عباسعلی-تمریناتش-را-آغاز-کرد
22,https://www.isna.ir/news/99010904502/اتحادیه-جهانی-کشتی-در-خانه-بمانید
23,https://www.isna.ir/news/99010904287/المپیک-پاریس-عقب-نمی-افتد
24,https://www.isna.ir/news/99010904189/لغو-مسابقات-جهانی-دانشجویان-تا-پایان-مرداد-به-دلیل-کرونا
25,https://www.isna.ir/news/99010904102/درخواست-عجیب-یک-باشگاه-از-سوارکاران-در-وضعیت-شیوع-کرونا
26,https://www.isna.ir/news/99010904082/آخرین-وضعیت-مدیرعاملی-استقلال-و-پرسپولیس-تعیین-نفر-اول-آبی-ها
27,https://www.isna.ir/news/99011005164/روایت-روزهای-نفس-گیر-مبارزه-با-کرونا-در-یک-مستند
28,https://www.isna.ir/news/99011005118/نامه-پرسپولیس-به-AFC-لطفا-درست-نظرسنجی-برگزار-کنید
29,https://www.isna.ir/news/99011004971/سرمربی-کشتی-فرنگی-روسیه-وضعیت-اروپا-وحشتناک-است-هر-روز-صدها
30,https://www.isna.ir/news/99011004920/رامین-طاهری-نبودن-در-اردو-آمادگی-کشتی-گیران-را-کم-کرده-است
31,https://www.isna.ir/news/99011004732/دردسر-دوومیدانی-کاران-ایرانی-در-خارج-کرونا-ارسال-ارز-را-متوقف
32,https://www.isna.ir/news/99011105253/بهترین-حرکات-ورزشی-در-قرنطینه-خانگی-تصویر
33,https://www.isna.ir/news/99010200412/آغاز-دوران-پسا-خادم-در-کشتی
34,https://www.isna.ir/news/99011206105/کیش-در-یک-قدمی-جام-جهانی-قطر
35,https://www.isna.ir/news/99011507500/احتمال-تغییر-زمان-برگزاری-مسابقات-هندبال-قهرمانی-جهان-به-دلیل
36,https://www.isna.ir/news/99011608140/اعتماد-مردم-به-قهرمانان-کشتی-واریز-۶۰۰-میلیون-در-۴-روز-برای
37,https://www.isna.ir/news/99011608092/پرتابگران-دیسک-ایران-در-انتظار-بلیت-برگشت-از-بلاروس
38,https://www.isna.ir/news/99011608079/با-آسیبم-رفیقم
39,https://www.isna.ir/news/99011708849/جلسه-هیات-رییسه-فدراسیون-فوتبال-درباره-اصلاح-اساسنامه
40,https://www.isna.ir/news/99011708836/درخواست-پرسپولیس-پذیرفته-شد-فیفا-طلب-چوک-و-گابریل-را-پرداخت
41,https://www.isna.ir/news/99011708796/جی-دن-کاکس-جهان-با-یک-دشمن-مشترک-در-حال-جنگ-است
42,https://www.isna.ir/news/99011809819/لغو-جام-جهانی-تیراندازی-هند-و-باکو-به-دلیل-گسترش-کرونا
43,https://www.isna.ir/news/99011809817/پیام-یونسکو-به-مناسبت-روز-جهانی-ورزش-در-این-دوران-ورزش-ترویج
44,https://www.isna.ir/news/99011809768/عزیزیان-با-لغو-لیگ-هم-باید-حق-و-حقوق-اعضای-باشگاه-ها-پرداخت
45,https://www.isna.ir/news/99011809634/مدیرعامل-پارس-جنوبی-جم-امتیازها-را-برای-فصل-بعد-محاسبه-کنند
46,https://www.isna.ir/news/99011809548/قهرمان-کاراته-جهان-در-کنار-کشتی-گیران-برای-کمک-به-نیازمندان
47,https://www.isna.ir/news/99011910734/تقویم-۲۰۲۰-فدراسیون-جهانی-کاراته-منتشر-شد
48,https://www.isna.ir/news/99012011411/تعطیلی-لیگ-هندبال-تصمیم-درستی-است
49,https://www.isna.ir/news/99012111916/طباطبایی-گنج-زاده-در-قرنطینه-خانگی-است-امیدوارم-مشکل-او-جدی
50,https://www.isna.ir/news/99012212022/وزارت-ورزش-گوش-به-زنگ-وزارت-بهداشت
51,https://www.isna.ir/news/99012111830/کالدرون-سرمربی-تیم-ملی-فوتبال-می-شود
52,https://www.isna.ir/news/99012313033/اما-و-اگر-درباره-انتخابی-تیم-ملی-کشتی-آزاد-احتمال-جراحی-کریمی
53,https://www.isna.ir/news/99012313019/واکنش-سخنگوی-فدراسیون-کشتی-به-ادعای-روسای-جودو-و-شمشیربازی
54,https://www.isna.ir/news/99012413516/قهرمان-پیشین-بوکس-آسیا-و-ایران-بر-اثر-کرونا-درگذشت
55,https://www.isna.ir/news/99012514771/خلیلیان-تا-۱۰-اردیبهشت-خبری-از-تمرین-ها-نخواهد-بود
56,https://www.isna.ir/news/99012514500/قهرمان-کشتی-المپیک-کرونا-را-شکست-داد
57,https://www.isna.ir/news/99012514131/برگزاری-رقابت-های-کشتی-فرنگی-قهرمانی-جام-باشگاه-های-جهان-در-سنندج
58,https://www.isna.ir/news/99012514072/ورزشکاران-به-تمرین-مهارت-های-ذهنی-بپردازند
59,https://www.isna.ir/news/99012716411/فیروزجا-کارلسن-را-مات-کرد-قهرمانی-فیروزجا-در-مسابقات-50-هزار
60,https://www.isna.ir/news/99012716189/برزیلی-های-تیم-فوتسال-گیتی-پسند-همچنان-در-ایران
61,https://www.isna.ir/news/99012716133/اعلام-تاریخ-برگزاری-مسابقات-جهانی-دانشجویان-در-سال-۲۰۲۱
62,https://www.isna.ir/news/99012716113/برنامه-های-پیش-روی-تکواندو-در-گرو-جلسه-پولادگر-با-کادر-فنی-تیم
63,https://www.isna.ir/news/99012816876/جلسه-بازیکن-پرسپولیس-با-سرپرست-باشگاه-برگزار-شد
64,https://www.isna.ir/news/99012816730/سارقان-منزل-و-مغازه-احمدرضا-عابدزاده-دستگیر-شدند
65,https://www.isna.ir/news/99012816602/حاج-کناری-کشتی-در-المپیک-بهترین-نتیجه-را-می-گیرد
66,https://www.isna.ir/news/99012816530/کرونا-فرصتی-برای-تغییر-زمان-لیگ-ایران
67,https://www.isna.ir/news/99012917175/قهرمانان-ورزشی-پیشتاز-کمک-به-نیازمندان-برای-مقابله-با-کرونا
68,https://www.isna.ir/news/99020100819/ناکامی-فیروزجا-مقابل-مرد-شماره-یک-شطرنج-جهان
69,https://www.isna.ir/news/99020201229/۱۱-توصیه-بهداشتی-مهدوی-کیا-برای-مبارزه-با-کرونا
70,https://www.isna.ir/news/99020302520/احتمال-بازگشت-منصوری-قرچک-به-لیگ-برتر-فوتسال
71,https://www.isna.ir/news/99020302432/انتشار-گام-های-مخفی-افراد-خوش-اندام
72,https://www.isna.ir/news/99020301998/این-میزبانی-به-نفع-کشتی-نیست
73,https://www.isna.ir/news/99020503151/اصغری-مقدم-علاقمند-به-ادامه-همکاری-با-سن-ایچ-هستم-حذف-پلی-آف
74,https://www.isna.ir/news/99020805720/پهلوان-زاده-پولی-در-شطرنج-گم-نشده-است-بدهی-ها-را-داده-بودیم
75,https://www.isna.ir/news/99020805715/با-دستور-سلطانی-فر-کمپ-حجازی-به-استقلال-واگذار-می-شود
76,https://www.isna.ir/news/99020805679/بستری-شدن-رییس-سابق-فدراسیون-کشتی-در-ICU-بدلیل-کرونا
77,https://www.isna.ir/news/99020805579/سرقت-۴-مدال-طلای-جهان-ابراهیم-جوادی
78,https://www.isna.ir/news/99020906965/دومین-پیروزی-فیروزجا-در-مسابقات-۲۵۰-هزار-دلاری-سوپرتورنمنت-کارلسن
